//Headphone name, Frequency, 90 dB SPL, 100 db SPL
Headphones 1,1307.996,0.0476,0.0552
Headphones 2,1307.996,0.0766,0.0316
Headphones 1,1317.474,0.0474,0.0548
Headphones 2,1317.474,0.0762,0.0342
Headphones 1,1327.021,0.0472,0.0538
Headphones 2,1327.021,0.0762,0.0366
Headphones 1,1336.637,0.0472,0.0534
Headphones 2,1336.637,0.0768,0.0384
Headphones 1,1346.323,0.047,0.0524
Headphones 2,1346.323,0.077,0.04
Headphones 1,1356.079,0.0464,0.0516
Headphones 2,1356.079,0.077,0.0404
Headphones 1,1365.905,0.0456,0.0508
Headphones 2,1365.905,0.0764,0.0404
Headphones 1,1375.803,0.0448,0.0502
Headphones 2,1375.803,0.076,0.04
Headphones 1,1385.773,0.0446,0.0488
Headphones 2,1385.773,0.0754,0.0388
Headphones 1,1395.815,0.0442,0.0476
Headphones 2,1395.815,0.0756,0.0368
Headphones 1,1405.929,0.044,0.047
Headphones 2,1405.929,0.0758,0.0348
Headphones 1,1416.117,0.0436,0.0462
Headphones 2,1416.117,0.0758,0.0322
Headphones 1,1426.379,0.0434,0.0456
Headphones 2,1426.379,0.0752,0.0302
Headphones 1,1436.715,0.0428,0.0448
Headphones 2,1436.715,0.0744,0.0284
Headphones 1,1447.126,0.0424,0.0438
Headphones 2,1447.126,0.0744,0.0276
Headphones 1,1457.612,0.042,0.043
Headphones 2,1457.612,0.0748,0.0266
Headphones 1,1468.175,0.042,0.0422
Headphones 2,1468.175,0.075,0.0262
Headphones 1,1478.814,0.0418,0.041
Headphones 2,1478.814,0.0754,0.0252
Headphones 1,1489.53,0.0412,0.04
Headphones 2,1489.53,0.0756,0.0252
Headphones 1,1500.323,0.0404,0.0394
Headphones 2,1500.323,0.0764,0.0248
Headphones 1,1511.195,0.04,0.0388
Headphones 2,1511.195,0.0762,0.025
Headphones 1,1522.146,0.0398,0.038
Headphones 2,1522.146,0.0764,0.0258
Headphones 1,1533.176,0.0394,0.0374
Headphones 2,1533.176,0.0768,0.0262
Headphones 1,1544.286,0.0386,0.0368
Headphones 2,1544.286,0.0768,0.0262
Headphones 1,1555.477,0.0382,0.0362
Headphones 2,1555.477,0.0762,0.0266
Headphones 1,1566.748,0.0378,0.0354
Headphones 2,1566.748,0.0766,0.0268
Headphones 1,1578.101,0.0378,0.0348
Headphones 2,1578.101,0.0768,0.027
Headphones 1,1589.537,0.0376,0.0342
Headphones 2,1589.537,0.0772,0.0276
Headphones 1,1601.055,0.0372,0.0338
Headphones 2,1601.055,0.077,0.0276
Headphones 1,1612.657,0.037,0.0334
Headphones 2,1612.657,0.077,0.0286
Headphones 1,1624.343,0.0364,0.0328
Headphones 2,1624.343,0.0768,0.03
Headphones 1,1636.114,0.0362,0.0322
Headphones 2,1636.114,0.0766,0.031
Headphones 1,1647.969,0.0362,0.032
Headphones 2,1647.969,0.0762,0.0314
Headphones 1,1659.911,0.036,0.0316
Headphones 2,1659.911,0.075,0.031
Headphones 1,1671.94,0.0352,0.0314
Headphones 2,1671.94,0.0736,0.0302
Headphones 1,1684.055,0.0352,0.031
Headphones 2,1684.055,0.0734,0.0296
Headphones 1,1696.258,0.0352,0.0308
Headphones 2,1696.258,0.0732,0.0292
Headphones 1,1708.55,0.0352,0.0308
Headphones 2,1708.55,0.0732,0.0292
Headphones 1,1720.931,0.0352,0.0308
Headphones 2,1720.931,0.0726,0.0288
Headphones 1,1733.401,0.0352,0.0306
Headphones 2,1733.401,0.072,0.0284
Headphones 1,1745.962,0.035,0.0302
Headphones 2,1745.962,0.0716,0.028
Headphones 1,1758.614,0.0348,0.03
Headphones 2,1758.614,0.072,0.0276
Headphones 1,1771.358,0.0346,0.03
Headphones 2,1771.358,0.0728,0.0276
Headphones 1,1784.194,0.0344,0.03
Headphones 2,1784.194,0.073,0.0276
Headphones 1,1797.123,0.0344,0.0298
Headphones 2,1797.123,0.0724,0.0284
Headphones 1,1810.145,0.0342,0.0298
Headphones 2,1810.145,0.0724,0.0298
Headphones 1,1823.262,0.0344,0.0298
Headphones 2,1823.262,0.0732,0.0314
Headphones 1,1836.474,0.0346,0.0296
Headphones 2,1836.474,0.0728,0.0322
Headphones 1,1849.782,0.0344,0.0296
Headphones 2,1849.782,0.0724,0.0316
Headphones 1,1863.186,0.0344,0.0292
Headphones 2,1863.186,0.0718,0.0306
Headphones 1,1876.688,0.0344,0.0292
Headphones 2,1876.688,0.0706,0.0294
Headphones 1,1890.287,0.0342,0.0292
Headphones 2,1890.287,0.0694,0.0284
Headphones 1,1903.985,0.0342,0.029
Headphones 2,1903.985,0.0686,0.0276
Headphones 1,1917.782,0.0338,0.029
Headphones 2,1917.782,0.0676,0.0266
Headphones 1,1931.679,0.0336,0.0288
Headphones 2,1931.679,0.0666,0.0254
Headphones 1,1945.676,0.0336,0.0288
Headphones 2,1945.676,0.0654,0.025
Headphones 1,1959.775,0.0334,0.029
Headphones 2,1959.775,0.0646,0.024
Headphones 1,1973.977,0.0338,0.0296
Headphones 2,1973.977,0.064,0.0234
Headphones 1,1988.281,0.0338,0.0298
Headphones 2,1988.281,0.064,0.0232
Headphones 1,2002.689,0.034,0.0302
Headphones 2,2002.689,0.0638,0.0232
Headphones 1,2017.201,0.034,0.0304
Headphones 2,2017.201,0.0642,0.0228
Headphones 1,2031.818,0.0344,0.0304
Headphones 2,2031.818,0.0644,0.0222
Headphones 1,2046.542,0.0348,0.0306
Headphones 2,2046.542,0.0648,0.0224
Headphones 1,2061.372,0.0362,0.031
Headphones 2,2061.372,0.0648,0.0222
Headphones 1,2076.309,0.0372,0.0316
Headphones 2,2076.309,0.0646,0.0222
Headphones 1,2091.355,0.037,0.0314
Headphones 2,2091.355,0.065,0.0222
Headphones 1,2106.51,0.0366,0.0312
Headphones 2,2106.51,0.0644,0.0224
Headphones 1,2121.774,0.0358,0.0314
Headphones 2,2121.774,0.0638,0.0224
Headphones 1,2137.149,0.0352,0.0314
Headphones 2,2137.149,0.0634,0.0224
Headphones 1,2152.636,0.0352,0.0314
Headphones 2,2152.636,0.0624,0.0222
Headphones 1,2168.235,0.0348,0.0314
Headphones 2,2168.235,0.062,0.0226
Headphones 1,2183.947,0.0308,0.0314
Headphones 2,2183.947,0.062,0.0228
Headphones 1,2199.772,0.031,0.0318
Headphones 2,2199.772,0.0618,0.0228
Headphones 1,2215.712,0.031,0.0322
Headphones 2,2215.712,0.0614,0.0234
Headphones 1,2231.768,0.0308,0.0324
Headphones 2,2231.768,0.061,0.0234
Headphones 1,2247.941,0.0314,0.0326
Headphones 2,2247.941,0.061,0.0238
Headphones 1,2264.23,0.0316,0.0328
Headphones 2,2264.23,0.0608,0.0244
Headphones 1,2280.637,0.032,0.0334
Headphones 2,2280.637,0.0604,0.0252
Headphones 1,2297.164,0.0328,0.034
Headphones 2,2297.164,0.0618,0.026
Headphones 1,2313.81,0.034,0.0344
Headphones 2,2313.81,0.0622,0.027
Headphones 1,2330.577,0.0336,0.0348
Headphones 2,2330.577,0.0614,0.0274
Headphones 1,2347.465,0.0332,0.0356
Headphones 2,2347.465,0.0604,0.0278
Headphones 1,2364.476,0.0326,0.036
Headphones 2,2364.476,0.0598,0.0284
Headphones 1,2381.609,0.0326,0.0364
Headphones 2,2381.609,0.0598,0.0292
Headphones 1,2398.867,0.0322,0.0368
Headphones 2,2398.867,0.0602,0.0296
Headphones 1,2416.25,0.0284,0.037
Headphones 2,2416.25,0.0598,0.0302
Headphones 1,2433.76,0.0284,0.0374
Headphones 2,2433.76,0.0568,0.0298
Headphones 1,2451.396,0.0286,0.0376
Headphones 2,2451.396,0.056,0.0298
Headphones 1,2469.159,0.0284,0.0382
Headphones 2,2469.159,0.0556,0.0304
Headphones 1,2487.052,0.0284,0.0388
Headphones 2,2487.052,0.0552,0.0314
Headphones 1,2505.074,0.0284,0.0394
Headphones 2,2505.074,0.0548,0.0328
Headphones 1,2523.227,0.0286,0.0398
Headphones 2,2523.227,0.0542,0.0348
Headphones 1,2541.511,0.0292,0.0406
Headphones 2,2541.511,0.0542,0.0356
Headphones 1,2559.927,0.0296,0.0412
Headphones 2,2559.927,0.0538,0.0362
Headphones 1,2578.478,0.0308,0.0416
Headphones 2,2578.478,0.0546,0.0368
Headphones 1,2597.162,0.0318,0.042
Headphones 2,2597.162,0.0554,0.038
Headphones 1,2615.982,0.0318,0.0418
Headphones 2,2615.982,0.0558,0.0394
Headphones 1,2634.939,0.0312,0.042
Headphones 2,2634.939,0.055,0.0416
Headphones 1,2654.032,0.031,0.0418
Headphones 2,2654.032,0.0546,0.0446
Headphones 1,2673.265,0.0306,0.042
Headphones 2,2673.265,0.0548,0.0484
Headphones 1,2692.636,0.0308,0.042
Headphones 2,2692.636,0.055,0.0532
Headphones 1,2712.148,0.0272,0.0418
Headphones 2,2712.148,0.0562,0.0594
Headphones 1,2731.801,0.0274,0.042
Headphones 2,2731.801,0.0544,0.066
Headphones 1,2751.597,0.0278,0.042
Headphones 2,2751.597,0.0554,0.0698
Headphones 1,2771.536,0.0278,0.0418
Headphones 2,2771.536,0.0566,0.0686
Headphones 1,2791.619,0.0284,0.042
Headphones 2,2791.619,0.0564,0.0616
Headphones 1,2811.849,0.0286,0.042
Headphones 2,2811.849,0.0562,0.051
Headphones 1,2832.224,0.0288,0.0422
Headphones 2,2832.224,0.0554,0.0402
Headphones 1,2852.748,0.0292,0.0424
Headphones 2,2852.748,0.0552,0.0318
Headphones 1,2873.42,0.0298,0.0428
Headphones 2,2873.42,0.0548,0.026
Headphones 1,2894.242,0.0308,0.0434
Headphones 2,2894.242,0.0546,0.0228
Headphones 1,2915.214,0.031,0.0438
Headphones 2,2915.214,0.0542,0.0214
Headphones 1,2936.339,0.033,0.045
Headphones 2,2936.339,0.0542,0.0202
Headphones 1,2957.617,0.0344,0.0454
Headphones 2,2957.617,0.0548,0.0202
Headphones 1,2979.049,0.0354,0.046
Headphones 2,2979.049,0.0548,0.0204
Headphones 1,3000.636,0.0356,0.0454
Headphones 2,3000.636,0.0534,0.0214
Headphones 1,3022.38,0.0352,0.0448
Headphones 2,3022.38,0.0522,0.0234
Headphones 1,3044.281,0.0348,0.0434
Headphones 2,3044.281,0.0514,0.0264
Headphones 1,3066.341,0.035,0.0418
Headphones 2,3066.341,0.051,0.0296
Headphones 1,3088.561,0.0352,0.0404
Headphones 2,3088.561,0.0512,0.032
Headphones 1,3110.942,0.0306,0.0384
Headphones 2,3110.942,0.0508,0.0334
Headphones 1,3133.485,0.0312,0.0368
Headphones 2,3133.485,0.0466,0.032
Headphones 1,3156.191,0.0314,0.0352
Headphones 2,3156.191,0.047,0.0318
Headphones 1,3179.062,0.0316,0.0338
Headphones 2,3179.062,0.0472,0.035
Headphones 1,3202.099,0.0318,0.0322
Headphones 2,3202.099,0.0484,0.0422
Headphones 1,3225.303,0.0322,0.03
Headphones 2,3225.303,0.0498,0.0514
Headphones 1,3248.675,0.0326,0.0286
Headphones 2,3248.675,0.0508,0.06
Headphones 1,3272.216,0.033,0.0274
Headphones 2,3272.216,0.0516,0.0646
Headphones 1,3295.927,0.0336,0.0266
Headphones 2,3295.927,0.0518,0.064
Headphones 1,3319.811,0.0344,0.0256
Headphones 2,3319.811,0.0522,0.0582
Headphones 1,3343.867,0.035,0.0248
Headphones 2,3343.867,0.0514,0.05
Headphones 1,3368.098,0.036,0.0242
Headphones 2,3368.098,0.0512,0.0424
Headphones 1,3392.505,0.0372,0.0238
Headphones 2,3392.505,0.0516,0.0366
Headphones 1,3417.088,0.0386,0.0238
Headphones 2,3417.088,0.053,0.032
Headphones 1,3441.85,0.0412,0.0238
Headphones 2,3441.85,0.055,0.0288
Headphones 1,3466.791,0.0434,0.024
Headphones 2,3466.791,0.0572,0.0262
Headphones 1,3491.912,0.0434,0.024
Headphones 2,3491.912,0.0582,0.0242
Headphones 1,3517.216,0.0428,0.0238
Headphones 2,3517.216,0.0584,0.0232
Headphones 1,3542.703,0.0424,0.0236
Headphones 2,3542.703,0.0596,0.024
Headphones 1,3568.375,0.0424,0.0234
Headphones 2,3568.375,0.0606,0.0254
Headphones 1,3594.233,0.0428,0.0236
Headphones 2,3594.233,0.0618,0.0272
Headphones 1,3620.278,0.0364,0.0222
Headphones 2,3620.278,0.0632,0.0294
Headphones 1,3646.512,0.037,0.0224
Headphones 2,3646.512,0.0594,0.0314
Headphones 1,3672.936,0.0378,0.0228
Headphones 2,3672.936,0.0606,0.0352
Headphones 1,3699.551,0.038,0.023
Headphones 2,3699.551,0.0618,0.0394
Headphones 1,3726.359,0.0384,0.023
Headphones 2,3726.359,0.0628,0.0436
Headphones 1,3753.362,0.0386,0.0234
Headphones 2,3753.362,0.0646,0.0484
Headphones 1,3780.56,0.0392,0.024
Headphones 2,3780.56,0.0666,0.06
Headphones 1,3807.956,0.0396,0.0242
Headphones 2,3807.956,0.0704,0.0828
Headphones 1,3835.55,0.0398,0.0246
Headphones 2,3835.55,0.0748,0.1118
Headphones 1,3863.344,0.0398,0.0252
Headphones 2,3863.344,0.0788,0.1398
Headphones 1,3891.339,0.0404,0.0258
Headphones 2,3891.339,0.082,0.1606
Headphones 1,3919.537,0.0406,0.0264
Headphones 2,3919.537,0.084,0.1736
Headphones 1,3947.939,0.0412,0.027
Headphones 2,3947.939,0.084,0.1762
Headphones 1,3976.547,0.0416,0.0276
Headphones 2,3976.547,0.082,0.1688
Headphones 1,4005.363,0.042,0.0278
Headphones 2,4005.363,0.0796,0.1534
Headphones 1,4034.387,0.043,0.0278
Headphones 2,4034.387,0.0764,0.1352
Headphones 1,4063.622,0.044,0.0276
Headphones 2,4063.622,0.0742,0.1172
Headphones 1,4093.069,0.0458,0.0274
Headphones 2,4093.069,0.0728,0.1028
Headphones 1,4122.729,0.0478,0.0278
Headphones 2,4122.729,0.0728,0.095
Headphones 1,4152.604,0.0508,0.0288
Headphones 2,4152.604,0.0744,0.0918
Headphones 1,4182.695,0.051,0.0294
Headphones 2,4182.695,0.0744,0.0888
Headphones 1,4213.004,0.0502,0.0302
Headphones 2,4213.004,0.0728,0.085
Headphones 1,4243.533,0.0494,0.0306
Headphones 2,4243.533,0.0718,0.0814
Headphones 1,4274.283,0.0492,0.0304
Headphones 2,4274.283,0.0716,0.0816
Headphones 1,4305.256,0.049,0.0304
Headphones 2,4305.256,0.0722,0.0868
Headphones 1,4336.454,0.0492,0.0296
Headphones 2,4336.454,0.0734,0.0954
Headphones 1,4367.877,0.0378,0.0274
Headphones 2,4367.877,0.0744,0.1062
Headphones 1,4399.529,0.0384,0.0266
Headphones 2,4399.529,0.0678,0.114
Headphones 1,4431.409,0.0392,0.0264
Headphones 2,4431.409,0.068,0.1172
Headphones 1,4463.521,0.0392,0.0258
Headphones 2,4463.521,0.0676,0.1132
Headphones 1,4495.865,0.0392,0.0252
Headphones 2,4495.865,0.0662,0.1062
Headphones 1,4528.444,0.0388,0.0248
Headphones 2,4528.444,0.0646,0.1026
Headphones 1,4561.259,0.0386,0.024
Headphones 2,4561.259,0.0648,0.1036
Headphones 1,4594.312,0.0388,0.0236
Headphones 2,4594.312,0.0656,0.1064
Headphones 1,4627.604,0.0382,0.0234
Headphones 2,4627.604,0.067,0.1098
Headphones 1,4661.137,0.0382,0.023
Headphones 2,4661.137,0.0686,0.1152
Headphones 1,4694.913,0.0378,0.0228
Headphones 2,4694.913,0.0708,0.1248
Headphones 1,4728.934,0.0376,0.0226
Headphones 2,4728.934,0.074,0.1396
Headphones 1,4763.202,0.038,0.0226
Headphones 2,4763.202,0.0786,0.1592
Headphones 1,4797.718,0.038,0.0226
Headphones 2,4797.718,0.0812,0.1722
Headphones 1,4832.484,0.0378,0.023
Headphones 2,4832.484,0.0808,0.1696
Headphones 1,4867.502,0.0376,0.023
Headphones 2,4867.502,0.0786,0.1594
Headphones 1,4902.774,0.037,0.023
Headphones 2,4902.774,0.0776,0.1528
Headphones 1,4938.301,0.0368,0.0234
Headphones 2,4938.301,0.0766,0.1456
Headphones 1,4974.086,0.0362,0.0234
Headphones 2,4974.086,0.0746,0.133
Headphones 1,5010.13,0.0362,0.0234
Headphones 2,5010.13,0.0734,0.1166
Headphones 1,5046.435,0.0362,0.0232
Headphones 2,5046.435,0.0732,0.103
Headphones 1,5083.003,0.0366,0.0234
Headphones 2,5083.003,0.074,0.0972
Headphones 1,5119.837,0.0374,0.0236
Headphones 2,5119.837,0.0762,0.0968
Headphones 1,5156.937,0.0386,0.0238
Headphones 2,5156.937,0.0798,0.097
Headphones 1,5194.306,0.04,0.024
Headphones 2,5194.306,0.0832,0.0962
Headphones 1,5231.946,0.04,0.0242
Headphones 2,5231.946,0.085,0.0954
Headphones 1,5269.859,0.0392,0.024
Headphones 2,5269.859,0.0856,0.0938
Headphones 1,5308.046,0.0382,0.0238
Headphones 2,5308.046,0.0866,0.0928
Headphones 1,5346.51,0.0378,0.0238
Headphones 2,5346.51,0.0882,0.0932
Headphones 1,5385.253,0.0372,0.0242
Headphones 2,5385.253,0.0904,0.0964
Headphones 1,5424.277,0.0264,0.023
Headphones 2,5424.277,0.0938,0.1012
Headphones 1,5463.583,0.0254,0.023
Headphones 2,5463.583,0.0824,0.1054
Headphones 1,5503.174,0.0254,0.0232
Headphones 2,5503.174,0.0852,0.1104
Headphones 1,5543.052,0.025,0.0236
Headphones 2,5543.052,0.0878,0.1136
Headphones 1,5583.219,0.0248,0.0238
Headphones 2,5583.219,0.0908,0.1126
Headphones 1,5623.677,0.0252,0.024
Headphones 2,5623.677,0.0932,0.1052
Headphones 1,5664.429,0.0252,0.024
Headphones 2,5664.429,0.0946,0.0926
Headphones 1,5705.475,0.0252,0.0248
Headphones 2,5705.475,0.0954,0.077
Headphones 1,5746.819,0.025,0.0254
Headphones 2,5746.819,0.0968,0.0632
Headphones 1,5788.463,0.025,0.026
Headphones 2,5788.463,0.0984,0.0526
Headphones 1,5830.408,0.0246,0.0268
Headphones 2,5830.408,0.0992,0.0456
Headphones 1,5872.658,0.024,0.0278
Headphones 2,5872.658,0.1002,0.0414
Headphones 1,5915.213,0.0234,0.0288
Headphones 2,5915.213,0.101,0.0396
Headphones 1,5958.077,0.023,0.0292
Headphones 2,5958.077,0.102,0.0382
Headphones 1,6001.251,0.023,0.0298
Headphones 2,6001.251,0.1024,0.0372
Headphones 1,6044.739,0.0228,0.0304
Headphones 2,6044.739,0.1032,0.0364
Headphones 1,6088.541,0.0228,0.0308
Headphones 2,6088.541,0.1036,0.036
Headphones 1,6132.661,0.023,0.0306
Headphones 2,6132.661,0.1042,0.0358
Headphones 1,6177.101,0.0234,0.0308
Headphones 2,6177.101,0.1044,0.0352
Headphones 1,6221.862,0.0238,0.0308
Headphones 2,6221.862,0.1048,0.035
Headphones 1,6266.948,0.024,0.0308
Headphones 2,6266.948,0.105,0.0348
Headphones 1,6312.361,0.0244,0.031
Headphones 2,6312.361,0.1048,0.035
Headphones 1,6358.103,0.025,0.0308
Headphones 2,6358.103,0.105,0.0346
Headphones 1,6404.176,0.0254,0.0306
Headphones 2,6404.176,0.1044,0.0348
Headphones 1,6450.583,0.026,0.0308
Headphones 2,6450.583,0.104,0.035
Headphones 1,6497.326,0.0266,0.0304
Headphones 2,6497.326,0.1032,0.0348
Headphones 1,6544.408,0.0274,0.0298
Headphones 2,6544.408,0.1022,0.034
Headphones 1,6591.831,0.0278,0.0298
Headphones 2,6591.831,0.1014,0.034
Headphones 1,6639.598,0.0288,0.0296
Headphones 2,6639.598,0.1002,0.0334
Headphones 1,6687.711,0.0298,0.0296
Headphones 2,6687.711,0.0994,0.0328
Headphones 1,6736.173,0.0308,0.03
Headphones 2,6736.173,0.098,0.0326
Headphones 1,6784.986,0.0322,0.0306
Headphones 2,6784.986,0.0976,0.0324
Headphones 1,6834.152,0.0344,0.031
Headphones 2,6834.152,0.0972,0.0318
Headphones 1,6883.675,0.037,0.0318
Headphones 2,6883.675,0.0972,0.0318
Headphones 1,6933.557,0.0392,0.0326
Headphones 2,6933.557,0.097,0.032
Headphones 1,6983.8,0.0398,0.0326
Headphones 2,6983.8,0.0944,0.0312
Headphones 1,7034.407,0.0394,0.0324
Headphones 2,7034.407,0.091,0.0302
Headphones 1,7085.381,0.0394,0.0316
Headphones 2,7085.381,0.0884,0.0298
Headphones 1,7136.725,0.0392,0.0308
Headphones 2,7136.725,0.0872,0.0294
Headphones 1,7188.44,0.0392,0.0294
Headphones 2,7188.44,0.0856,0.0294
Headphones 1,7240.53,0.025,0.0258
Headphones 2,7240.53,0.0844,0.029
Headphones 1,7292.998,0.0252,0.0246
Headphones 2,7292.998,0.0692,0.0252
Headphones 1,7345.845,0.0254,0.0236
Headphones 2,7345.845,0.0676,0.025
Headphones 1,7399.076,0.0248,0.0226
Headphones 2,7399.076,0.065,0.0246
Headphones 1,7452.692,0.025,0.0226
Headphones 2,7452.692,0.0626,0.0242
Headphones 1,7506.698,0.0252,0.022
Headphones 2,7506.698,0.0598,0.0236
Headphones 1,7561.094,0.025,0.0218
Headphones 2,7561.094,0.0574,0.0234
Headphones 1,7615.884,0.025,0.022
Headphones 2,7615.884,0.0554,0.0232
Headphones 1,7671.072,0.0254,0.0222
Headphones 2,7671.072,0.0542,0.023
Headphones 1,7726.66,0.0258,0.0224
Headphones 2,7726.66,0.0542,0.0228
Headphones 1,7782.65,0.026,0.0226
Headphones 2,7782.65,0.0532,0.023
Headphones 1,7839.046,0.0262,0.0226
Headphones 2,7839.046,0.0526,0.0234
Headphones 1,7895.851,0.0262,0.0228
Headphones 2,7895.851,0.052,0.0238
Headphones 1,7953.067,0.026,0.0234
Headphones 2,7953.067,0.051,0.0248
Headphones 1,8010.698,0.0262,0.0236
Headphones 2,8010.698,0.0502,0.0252
Headphones 1,8068.746,0.0264,0.024
Headphones 2,8068.746,0.049,0.0256
Headphones 1,8127.215,0.0272,0.0244
Headphones 2,8127.215,0.0476,0.0262
Headphones 1,8186.108,0.0272,0.025
Headphones 2,8186.108,0.047,0.027
Headphones 1,8245.428,0.0278,0.025
Headphones 2,8245.428,0.046,0.0276
Headphones 1,8305.177,0.0286,0.0254
Headphones 2,8305.177,0.0454,0.0278
Headphones 1,8365.359,0.03,0.0256
Headphones 2,8365.359,0.045,0.0278
Headphones 1,8425.979,0.0308,0.0258
Headphones 2,8425.979,0.0446,0.0276
Headphones 1,8487.036,0.0322,0.026
Headphones 2,8487.036,0.0438,0.027
Headphones 1,8548.536,0.0338,0.0262
Headphones 2,8548.536,0.0434,0.026
Headphones 1,8610.482,0.0356,0.0264
Headphones 2,8610.482,0.0426,0.025
Headphones 1,8672.877,0.0378,0.0262
Headphones 2,8672.877,0.0418,0.0236
Headphones 1,8735.724,0.0404,0.0262
Headphones 2,8735.724,0.0412,0.0222
Headphones 1,8799.026,0.0426,0.0262
Headphones 2,8799.026,0.0398,0.0212
Headphones 1,8862.787,0.045,0.0262
Headphones 2,8862.787,0.0388,0.0216
Headphones 1,8927.011,0.0484,0.026
Headphones 2,8927.011,0.0384,0.0226
Headphones 1,8991.699,0.0514,0.0262
Headphones 2,8991.699,0.0382,0.0242
Headphones 1,9056.856,0.0546,0.0258
Headphones 2,9056.856,0.0382,0.0264
Headphones 1,9122.485,0.0576,0.026
Headphones 2,9122.485,0.0388,0.031
Headphones 1,9188.59,0.0608,0.026
Headphones 2,9188.59,0.0402,0.0372
Headphones 1,9255.174,0.0642,0.0264
Headphones 2,9255.174,0.042,0.0408
Headphones 1,9322.24,0.067,0.0264
Headphones 2,9322.24,0.0448,0.0418
Headphones 1,9389.793,0.0702,0.027
Headphones 2,9389.793,0.048,0.0402
Headphones 1,9457.835,0.0734,0.0272
Headphones 2,9457.835,0.0526,0.0382
Headphones 1,9526.37,0.076,0.0278
Headphones 2,9526.37,0.0578,0.0354
Headphones 1,9595.401,0.078,0.0288
Headphones 2,9595.401,0.0638,0.0332
Headphones 1,9664.934,0.0796,0.0296
Headphones 2,9664.934,0.0696,0.0324
Headphones 1,9734.97,0.0816,0.0312
Headphones 2,9734.97,0.0754,0.0334
Headphones 1,9805.513,0.0838,0.0328
Headphones 2,9805.513,0.0808,0.0362
Headphones 1,9876.567,0.0872,0.0348
Headphones 2,9876.567,0.0858,0.039
Headphones 1,9948.137,0.0908,0.037
Headphones 2,9948.137,0.0908,0.041
Headphones 1,10020.225,0.0964,0.0394
Headphones 2,10020.225,0.0964,0.0422
Headphones 1,10092.835,0.1032,0.0416
Headphones 2,10092.835,0.1024,0.043
Headphones 1,10165.971,0.1122,0.0442
Headphones 2,10165.971,0.1084,0.0432
Headphones 1,10239.638,0.1234,0.0476
Headphones 2,10239.638,0.116,0.044
Headphones 1,10313.838,0.1388,0.052
Headphones 2,10313.838,0.1254,0.046
Headphones 1,10388.576,0.1556,0.0564
Headphones 2,10388.576,0.1356,0.0488
Headphones 1,10463.855,0.164,0.058
Headphones 2,10463.855,0.1392,0.0492
Headphones 1,10539.681,0.1686,0.058
Headphones 2,10539.681,0.1364,0.0476
Headphones 1,10616.055,0.1732,0.0584
Headphones 2,10616.055,0.134,0.0462
Headphones 1,10692.982,0.1778,0.0586
Headphones 2,10692.982,0.133,0.046
Headphones 1,10770.468,0.1824,0.0592
Headphones 2,10770.468,0.133,0.046
